Optical Power Monitor,,,,,,,
6.5.5217.15,,,,,,,
Delimiter Used: , ',',,,,,
,,,,,,,
Start of Measurement , 9/29/2025 16:00:38,,,,,,
Sample Interval , 10 s,,,,,,
, PM100D 250207512, PM100D 14101752,,,,,
Type, PM100D, PM100D,,,,,
Serialnumber, P0037408, P0009211,,,,,
Sensor, S121C, S121C,,,,,
SensorSerialnumber,250207512,14101752,,,,,
Wavelength / Responsivity, 852 nm, 852 nm,,,,,
,,,,,,,
,,,PM100D 250207512, PM100D 250207512, PM100D 14101752, PM100D 14101752, 
Samples ,Date,Time,7512Power (W),7512Temperature (°C),1752Power (W),1752Temperature (°C),
333, 9/29/2025, 16:56:14.354,0.0173,21.728,0.03392,21.413,
334, 9/29/2025, 16:56:24.378,0.017312,21.725,0.033911,21.42,
335, 9/29/2025, 16:56:34.383,0.017313,21.728,0.033916,21.427,
336, 9/29/2025, 16:56:44.404,0.017319,21.724,0.033916,21.433,
337, 9/29/2025, 16:56:54.411,0.017308,21.723,0.033915,21.448,
338, 9/29/2025, 16:57:04.439,0.017304,21.722,0.033907,21.459,
339, 9/29/2025, 16:57:14.463,0.017312,21.726,0.033912,21.462,
340, 9/29/2025, 16:57:24.472,0.017305,21.724,0.033917,21.478,
341, 9/29/2025, 16:57:34.474,0.01731,21.717,0.03391,21.487,
342, 9/29/2025, 16:57:44.498,0.017312,21.718,0.033915,21.484,
343, 9/29/2025, 16:57:54.499,0.017308,21.718,0.033913,21.489,
344, 9/29/2025, 16:58:04.512,0.017306,21.719,0.033914,21.489,
345, 9/29/2025, 16:58:14.541,0.017305,21.719,0.033915,21.488,
346, 9/29/2025, 16:58:24.567,0.017309,21.722,0.033912,21.487,
347, 9/29/2025, 16:58:34.574,0.017295,21.723,0.033918,21.487,
348, 9/29/2025, 16:58:44.590,0.0173,21.72,0.033921,21.488,
349, 9/29/2025, 16:58:54.619,0.017298,21.717,0.033922,21.485,
350, 9/29/2025, 16:59:04.626,0.017304,21.727,0.033927,21.484,
351, 9/29/2025, 16:59:14.640,0.017299,21.733,0.033917,21.48,
352, 9/29/2025, 16:59:24.652,0.01731,21.722,0.033917,21.474,
353, 9/29/2025, 16:59:34.662,0.0173,21.727,0.033927,21.461,
354, 9/29/2025, 16:59:44.690,0.017309,21.722,0.033915,21.44,
355, 9/29/2025, 16:59:54.690,0.01731,21.718,0.033924,21.431,
356, 9/29/2025, 17:00:04.711,0.017316,21.716,0.033923,21.42,
357, 9/29/2025, 17:00:14.726,0.017304,21.713,0.033929,21.414,
358, 9/29/2025, 17:00:24.738,0.017312,21.711,0.033933,21.414,
359, 9/29/2025, 17:00:34.766,0.017314,21.711,0.033927,21.412,
360, 9/29/2025, 17:00:44.766,0.017314,21.713,0.033918,21.411,
361, 9/29/2025, 17:00:54.767,0.017308,21.708,0.033937,21.41,
362, 9/29/2025, 17:01:04.774,0.017305,21.704,0.03392,21.41,
363, 9/29/2025, 17:01:14.795,0.017315,21.704,0.033929,21.41,
364, 9/29/2025, 17:01:24.812,0.017318,21.701,0.033926,21.411,
365, 9/29/2025, 17:01:34.823,0.017305,21.7,0.03393,21.411,
366, 9/29/2025, 17:01:44.839,0.017311,21.703,0.033925,21.412,
367, 9/29/2025, 17:01:54.865,0.017315,21.7,0.033916,21.412,
368, 9/29/2025, 17:02:04.866,0.017314,21.698,0.033917,21.414,
369, 9/29/2025, 17:02:14.893,0.01731,21.699,0.033918,21.417,
370, 9/29/2025, 17:02:24.896,0.017313,21.699,0.033923,21.425,
371, 9/29/2025, 17:02:34.922,0.017322,21.699,0.033916,21.429,
372, 9/29/2025, 17:02:44.949,0.017317,21.695,0.033911,21.442,
373, 9/29/2025, 17:02:54.977,0.01731,21.695,0.03391,21.447,
374, 9/29/2025, 17:03:05.002,0.017315,21.702,0.033911,21.467,
375, 9/29/2025, 17:03:15.017,0.017313,21.701,0.033915,21.47,
376, 9/29/2025, 17:03:25.026,0.017311,21.702,0.033913,21.478,
377, 9/29/2025, 17:03:35.054,0.017311,21.696,0.033921,21.479,
378, 9/29/2025, 17:03:45.070,0.017306,21.698,0.033917,21.473,
379, 9/29/2025, 17:03:55.098,0.017305,21.699,0.033918,21.474,
380, 9/29/2025, 17:04:05.105,0.017308,21.698,0.033914,21.466,
381, 9/29/2025, 17:04:15.115,0.017307,21.698,0.033915,21.461,
382, 9/29/2025, 17:04:25.128,0.017306,21.699,0.033933,21.462,
383, 9/29/2025, 17:04:35.152,0.017313,21.7,0.033925,21.451,
384, 9/29/2025, 17:04:45.165,0.017307,21.698,0.033921,21.442,
385, 9/29/2025, 17:04:55.173,0.017304,21.696,0.033922,21.43,
386, 9/29/2025, 17:05:05.199,0.017313,21.698,0.033917,21.424,
387, 9/29/2025, 17:05:15.210,0.017306,21.692,0.03392,21.419,
388, 9/29/2025, 17:05:25.221,0.017307,21.694,0.033932,21.413,
389, 9/29/2025, 17:05:35.236,0.017311,21.695,0.033919,21.411,
390, 9/29/2025, 17:05:45.248,0.01731,21.693,0.033924,21.41,
391, 9/29/2025, 17:05:55.271,0.017304,21.694,0.033932,21.403,
392, 9/29/2025, 17:06:05.298,0.017311,21.691,0.033928,21.398,
393, 9/29/2025, 17:06:15.324,0.017326,21.686,0.03392,21.385,
394, 9/29/2025, 17:06:25.354,0.017316,21.69,0.033945,21.382,
395, 9/29/2025, 17:06:35.371,0.01731,21.691,0.033924,21.383,
396, 9/29/2025, 17:06:45.385,0.017315,21.684,0.033926,21.38,
397, 9/29/2025, 17:06:55.407,0.017318,21.685,0.033932,21.382,
398, 9/29/2025, 17:07:05.407,0.017315,21.678,0.033929,21.394,
399, 9/29/2025, 17:07:15.422,0.017326,21.683,0.033922,21.405,
400, 9/29/2025, 17:07:25.429,0.017314,21.682,0.033943,21.406,
401, 9/29/2025, 17:07:35.457,0.017322,21.678,0.033914,21.411,
402, 9/29/2025, 17:07:45.468,0.017313,21.677,0.033928,21.411,
403, 9/29/2025, 17:07:55.482,0.017317,21.678,0.033918,21.413,
404, 9/29/2025, 17:08:05.508,0.017316,21.659,0.033924,21.414,
405, 9/29/2025, 17:08:15.538,0.017325,21.675,0.033919,21.416,
406, 9/29/2025, 17:08:25.552,0.017315,21.683,0.033922,21.418,
407, 9/29/2025, 17:08:35.559,0.017316,21.679,0.033923,21.418,
408, 9/29/2025, 17:08:45.586,0.017302,21.679,0.033918,21.429,
409, 9/29/2025, 17:08:55.592,0.017318,21.675,0.033912,21.434,
410, 9/29/2025, 17:09:05.594,0.017313,21.68,0.033917,21.437,
411, 9/29/2025, 17:09:15.595,0.017308,21.68,0.033929,21.436,
412, 9/29/2025, 17:09:25.597,0.017323,21.678,0.033921,21.424,
413, 9/29/2025, 17:09:35.616,0.017304,21.681,0.033914,21.419,
414, 9/29/2025, 17:09:45.650,0.017317,21.678,0.03393,21.414,
415, 9/29/2025, 17:09:55.677,0.017321,21.679,0.033919,21.416,
416, 9/29/2025, 17:10:05.695,0.017308,21.682,0.033931,21.413,
417, 9/29/2025, 17:10:15.718,0.017305,21.682,0.033918,21.412,
418, 9/29/2025, 17:10:25.722,0.017315,21.671,0.033926,21.411,
419, 9/29/2025, 17:10:35.749,0.017326,21.681,0.03392,21.41,
420, 9/29/2025, 17:10:45.768,0.017313,21.685,0.033928,21.406,
421, 9/29/2025, 17:10:55.771,0.017313,21.68,0.033933,21.401,
422, 9/29/2025, 17:11:05.776,0.017323,21.674,0.033938,21.401,
423, 9/29/2025, 17:11:15.792,0.017305,21.67,0.03393,21.383,
424, 9/29/2025, 17:11:25.805,0.017317,21.67,0.033928,21.379,
425, 9/29/2025, 17:11:35.826,0.017324,21.667,0.03392,21.37,
426, 9/29/2025, 17:11:45.839,0.017308,21.673,0.03393,21.371,
427, 9/29/2025, 17:11:55.843,0.017322,21.669,0.03394,21.375,
428, 9/29/2025, 17:12:05.850,0.017325,21.665,0.033937,21.382,
429, 9/29/2025, 17:12:15.876,0.017311,21.659,0.033919,21.394,
430, 9/29/2025, 17:12:25.885,0.017314,21.668,0.033935,21.398,
431, 9/29/2025, 17:12:35.897,0.017322,21.662,0.033933,21.406,
432, 9/29/2025, 17:12:45.906,0.017322,21.656,0.033924,21.41,
433, 9/29/2025, 17:12:55.907,0.017315,21.657,0.033928,21.411,
434, 9/29/2025, 17:13:05.918,0.01732,21.657,0.033926,21.412,
435, 9/29/2025, 17:13:15.942,0.017317,21.663,0.033946,21.41,
436, 9/29/2025, 17:13:25.964,0.017316,21.66,0.033929,21.413,
437, 9/29/2025, 17:13:35.976,0.017317,21.658,0.033918,21.414,
438, 9/29/2025, 17:13:45.985,0.017316,21.655,0.033927,21.416,
439, 9/29/2025, 17:13:55.989,0.017318,21.662,0.033915,21.418,
440, 9/29/2025, 17:14:05.999,0.017312,21.657,0.033916,21.422,
441, 9/29/2025, 17:14:16.018,0.017321,21.658,0.033923,21.42,
442, 9/29/2025, 17:14:26.040,0.017306,21.661,0.033927,21.416,
443, 9/29/2025, 17:14:36.051,0.017307,21.665,0.033935,21.415,
444, 9/29/2025, 17:14:46.079,0.017316,21.655,0.033916,21.415,
445, 9/29/2025, 17:14:56.090,0.017309,21.659,0.033925,21.411,
446, 9/29/2025, 17:15:06.096,0.017324,21.667,0.033934,21.414,
447, 9/29/2025, 17:15:16.121,0.017313,21.662,0.033924,21.412,
448, 9/29/2025, 17:15:26.139,0.017313,21.661,0.033931,21.41,
449, 9/29/2025, 17:15:36.156,0.01731,21.655,0.033922,21.409,
450, 9/29/2025, 17:15:46.168,0.017307,21.656,0.033935,21.406,
451, 9/29/2025, 17:15:56.175,0.017324,21.656,0.033932,21.397,
452, 9/29/2025, 17:16:06.195,0.01731,21.654,0.033945,21.385,
453, 9/29/2025, 17:16:16.208,0.017318,21.65,0.033942,21.373,
454, 9/29/2025, 17:16:26.233,0.017319,21.649,0.033937,21.354,
455, 9/29/2025, 17:16:36.250,0.017315,21.64,0.033942,21.351,
456, 9/29/2025, 17:16:46.272,0.017324,21.645,0.03393,21.345,
457, 9/29/2025, 17:16:56.283,0.017312,21.64,0.033943,21.348,
458, 9/29/2025, 17:17:06.306,0.017319,21.636,0.033931,21.363,
459, 9/29/2025, 17:17:16.314,0.017321,21.633,0.033945,21.377,
460, 9/29/2025, 17:17:26.339,0.017319,21.629,0.03394,21.387,
461, 9/29/2025, 17:17:36.352,0.017307,21.635,0.033931,21.394,
462, 9/29/2025, 17:17:46.357,0.017324,21.629,0.033928,21.4,
463, 9/29/2025, 17:17:56.363,0.017322,21.633,0.033935,21.407,
464, 9/29/2025, 17:18:06.373,0.017324,21.626,0.033931,21.407,
465, 9/29/2025, 17:18:16.403,0.017318,21.634,0.033938,21.411,
466, 9/29/2025, 17:18:26.413,0.017313,21.625,0.033933,21.41,
467, 9/29/2025, 17:18:36.437,0.017316,21.63,0.033932,21.411,
468, 9/29/2025, 17:18:46.466,0.017323,21.626,0.033917,21.414,
469, 9/29/2025, 17:18:56.481,0.017314,21.639,0.033936,21.417,
470, 9/29/2025, 17:19:06.503,0.017324,21.63,0.033933,21.413,
471, 9/29/2025, 17:19:16.511,0.017328,21.629,0.033919,21.416,
472, 9/29/2025, 17:19:26.518,0.017329,21.63,0.033934,21.412,
473, 9/29/2025, 17:19:36.520,0.017329,21.629,0.033934,21.414,
474, 9/29/2025, 17:19:46.547,0.017317,21.632,0.033939,21.411,
475, 9/29/2025, 17:19:56.549,0.017321,21.632,0.033942,21.411,
476, 9/29/2025, 17:20:06.578,0.017322,21.627,0.033932,21.411,
477, 9/29/2025, 17:20:16.589,0.01733,21.632,0.033942,21.405,
478, 9/29/2025, 17:20:26.618,0.017323,21.628,0.033925,21.4,
479, 9/29/2025, 17:20:36.643,0.017326,21.623,0.033922,21.397,
480, 9/29/2025, 17:20:46.665,0.01733,21.623,0.033931,21.39,
481, 9/29/2025, 17:20:56.690,0.017318,21.632,0.033927,21.376,
482, 9/29/2025, 17:21:06.713,0.017321,21.627,0.033948,21.362,
483, 9/29/2025, 17:21:16.738,0.017314,21.623,0.033932,21.344,
484, 9/29/2025, 17:21:26.761,0.01733,21.618,0.033948,21.336,
485, 9/29/2025, 17:21:36.784,0.017327,21.62,0.033937,21.34,
486, 9/29/2025, 17:21:46.811,0.017324,21.614,0.033939,21.339,
487, 9/29/2025, 17:21:56.813,0.017329,21.624,0.033956,21.343,
488, 9/29/2025, 17:22:06.833,0.017328,21.616,0.033919,21.343,
489, 9/29/2025, 17:22:16.852,0.017319,21.616,0.033931,21.355,
490, 9/29/2025, 17:22:26.871,0.017326,21.618,0.033939,21.364,
491, 9/29/2025, 17:22:36.896,0.017336,21.618,0.033938,21.371,
492, 9/29/2025, 17:22:46.923,0.017334,21.609,0.033941,21.384,
493, 9/29/2025, 17:22:56.924,0.01733,21.611,0.033946,21.39,
494, 9/29/2025, 17:23:06.940,0.01733,21.619,0.033938,21.399,
495, 9/29/2025, 17:23:16.964,0.017333,21.623,0.033929,21.401,
496, 9/29/2025, 17:23:26.976,0.01733,21.614,0.03393,21.408,
497, 9/29/2025, 17:23:36.980,0.017337,21.618,0.033936,21.41,
498, 9/29/2025, 17:23:47.011,0.017328,21.613,0.033947,21.412,
499, 9/29/2025, 17:23:57.035,0.017318,21.614,0.033933,21.413,
500, 9/29/2025, 17:24:07.053,0.017332,21.612,0.033941,21.41,
501, 9/29/2025, 17:24:17.076,0.017323,21.612,0.033942,21.411,
502, 9/29/2025, 17:24:27.077,0.017335,21.611,0.033927,21.409,
503, 9/29/2025, 17:24:37.100,0.017337,21.609,0.033937,21.409,
504, 9/29/2025, 17:24:47.117,0.017326,21.615,0.033944,21.409,
505, 9/29/2025, 17:24:57.142,0.017316,21.61,0.033946,21.406,
506, 9/29/2025, 17:25:07.144,0.01733,21.618,0.033945,21.405,
507, 9/29/2025, 17:25:17.168,0.017336,21.619,0.033938,21.396,
508, 9/29/2025, 17:25:27.195,0.01733,21.606,0.033941,21.382,
509, 9/29/2025, 17:25:37.212,0.017333,21.612,0.033937,21.364,
510, 9/29/2025, 17:25:47.214,0.017312,21.617,0.033959,21.352,
511, 9/29/2025, 17:25:57.236,0.017342,21.611,0.033947,21.339,
512, 9/29/2025, 17:26:07.243,0.017327,21.615,0.033939,21.335,
513, 9/29/2025, 17:26:17.259,0.017337,21.607,0.03395,21.331,
514, 9/29/2025, 17:26:27.278,0.017334,21.606,0.033951,21.328,
515, 9/29/2025, 17:26:37.301,0.017336,21.607,0.033955,21.328,
516, 9/29/2025, 17:26:47.322,0.017321,21.605,0.033947,21.334,
517, 9/29/2025, 17:26:57.340,0.017342,21.603,0.033956,21.33,
518, 9/29/2025, 17:27:07.366,0.017323,21.606,0.033961,21.335,
519, 9/29/2025, 17:27:17.371,0.017336,21.602,0.033937,21.337,
520, 9/29/2025, 17:27:27.393,0.017344,21.6,0.033947,21.338,
521, 9/29/2025, 17:27:37.420,0.017344,21.605,0.033943,21.345,
522, 9/29/2025, 17:27:47.447,0.017343,21.601,0.033963,21.344,
523, 9/29/2025, 17:27:57.475,0.01734,21.594,0.033947,21.359,
524, 9/29/2025, 17:28:07.497,0.017342,21.596,0.033944,21.364,
525, 9/29/2025, 17:28:17.525,0.017337,21.6,0.033952,21.377,
526, 9/29/2025, 17:28:27.531,0.017337,21.601,0.033957,21.386,
527, 9/29/2025, 17:28:37.553,0.017327,21.601,0.033952,21.388,
528, 9/29/2025, 17:28:47.558,0.017321,21.602,0.03394,21.397,
529, 9/29/2025, 17:28:57.583,0.017334,21.599,0.033944,21.403,
530, 9/29/2025, 17:29:07.583,0.01733,21.605,0.033949,21.402,
531, 9/29/2025, 17:29:17.604,0.017335,21.608,0.033952,21.404,
532, 9/29/2025, 17:29:27.612,0.017328,21.605,0.033952,21.395,
533, 9/29/2025, 17:29:37.633,0.017332,21.604,0.033949,21.397,
534, 9/29/2025, 17:29:47.646,0.017338,21.599,0.033944,21.392,
535, 9/29/2025, 17:29:57.651,0.017341,21.602,0.033963,21.386,
536, 9/29/2025, 17:30:07.659,0.017336,21.607,0.033946,21.382,
537, 9/29/2025, 17:30:17.674,0.017323,21.607,0.033947,21.366,
538, 9/29/2025, 17:30:27.695,0.017336,21.604,0.033942,21.358,
539, 9/29/2025, 17:30:37.715,0.017334,21.601,0.033952,21.344,
540, 9/29/2025, 17:30:47.716,0.017328,21.6,0.033959,21.339,
541, 9/29/2025, 17:30:57.729,0.017335,21.6,0.033958,21.335,
542, 9/29/2025, 17:31:07.752,0.017339,21.598,0.033955,21.33,
543, 9/29/2025, 17:31:17.754,0.017329,21.6,0.033971,21.326,
544, 9/29/2025, 17:31:27.774,0.017338,21.592,0.033968,21.319,
545, 9/29/2025, 17:31:37.786,0.017339,21.593,0.033957,21.315,
546, 9/29/2025, 17:31:47.808,0.017342,21.588,0.033955,21.314,
547, 9/29/2025, 17:31:57.819,0.017342,21.584,0.033962,21.323,
548, 9/29/2025, 17:32:07.827,0.017341,21.583,0.033955,21.326,
549, 9/29/2025, 17:32:17.844,0.017332,21.586,0.03396,21.331,
550, 9/29/2025, 17:32:27.857,0.017341,21.589,0.033957,21.334,
551, 9/29/2025, 17:32:37.861,0.017334,21.586,0.033964,21.336,
552, 9/29/2025, 17:32:47.868,0.017347,21.586,0.033959,21.338,
553, 9/29/2025, 17:32:57.884,0.017332,21.582,0.03396,21.345,
554, 9/29/2025, 17:33:07.896,0.017345,21.581,0.03395,21.347,
555, 9/29/2025, 17:33:17.899,0.017336,21.588,0.033955,21.346,
556, 9/29/2025, 17:33:27.926,0.017339,21.578,0.033947,21.362,
557, 9/29/2025, 17:33:37.932,0.017346,21.583,0.033967,21.363,
558, 9/29/2025, 17:33:47.959,0.017323,21.589,0.033957,21.373,
559, 9/29/2025, 17:33:57.975,0.017332,21.586,0.033968,21.382,
560, 9/29/2025, 17:34:07.993,0.017347,21.589,0.033961,21.385,
561, 9/29/2025, 17:34:18.003,0.01734,21.588,0.033966,21.372,
562, 9/29/2025, 17:34:28.028,0.01734,21.59,0.033965,21.377,
563, 9/29/2025, 17:34:38.031,0.017326,21.587,0.033963,21.358,
564, 9/29/2025, 17:34:48.054,0.017344,21.588,0.033951,21.355,
565, 9/29/2025, 17:34:58.076,0.01734,21.59,0.033964,21.352,
566, 9/29/2025, 17:35:08.095,0.017345,21.594,0.03396,21.347,
567, 9/29/2025, 17:35:18.121,0.017339,21.599,0.033965,21.34,
568, 9/29/2025, 17:35:28.152,0.017336,21.59,0.033956,21.338,
569, 9/29/2025, 17:35:38.165,0.017338,21.582,0.033983,21.335,
570, 9/29/2025, 17:35:48.168,0.017348,21.585,0.033965,21.331,
571, 9/29/2025, 17:35:58.188,0.017335,21.577,0.033985,21.326,
572, 9/29/2025, 17:36:08.211,0.017348,21.587,0.033965,21.319,
573, 9/29/2025, 17:36:18.235,0.017336,21.58,0.033978,21.323,
574, 9/29/2025, 17:36:28.260,0.017346,21.575,0.03396,21.326,
575, 9/29/2025, 17:36:38.283,0.017339,21.576,0.033951,21.331,
576, 9/29/2025, 17:36:48.304,0.017338,21.572,0.033963,21.331,
577, 9/29/2025, 17:36:58.320,0.01735,21.582,0.033947,21.331,
578, 9/29/2025, 17:37:08.324,0.017346,21.581,0.033957,21.338,
579, 9/29/2025, 17:37:18.342,0.017352,21.578,0.033956,21.341,
580, 9/29/2025, 17:37:28.345,0.017348,21.583,0.033959,21.339,
581, 9/29/2025, 17:37:38.357,0.017352,21.582,0.033947,21.347,
582, 9/29/2025, 17:37:48.366,0.017356,21.582,0.033953,21.354,
583, 9/29/2025, 17:37:58.388,0.017335,21.579,0.033966,21.358,
584, 9/29/2025, 17:38:08.418,0.017335,21.576,0.033958,21.362,
585, 9/29/2025, 17:38:18.445,0.017335,21.588,0.033954,21.377,
586, 9/29/2025, 17:38:28.468,0.017343,21.575,0.033954,21.382,
587, 9/29/2025, 17:38:38.471,0.017338,21.571,0.033994,21.376,
588, 9/29/2025, 17:38:48.485,0.017329,21.573,0.033966,21.371,
589, 9/29/2025, 17:38:58.493,0.017336,21.581,0.033972,21.368,
590, 9/29/2025, 17:39:08.502,0.017348,21.584,0.033958,21.361,
591, 9/29/2025, 17:39:18.524,0.017341,21.581,0.033951,21.357,
592, 9/29/2025, 17:39:28.525,0.017341,21.576,0.033969,21.351,
593, 9/29/2025, 17:39:38.545,0.017344,21.587,0.033966,21.346,
594, 9/29/2025, 17:39:48.564,0.017331,21.582,0.033981,21.342,
595, 9/29/2025, 17:39:58.583,0.017349,21.582,0.033972,21.335,
596, 9/29/2025, 17:40:08.602,0.01734,21.587,0.033976,21.335,
597, 9/29/2025, 17:40:18.630,0.017344,21.581,0.033981,21.331,
598, 9/29/2025, 17:40:28.632,0.017344,21.582,0.033979,21.328,
599, 9/29/2025, 17:40:38.651,0.017337,21.572,0.033969,21.319,
600, 9/29/2025, 17:40:48.671,0.017332,21.575,0.03396,21.313,
601, 9/29/2025, 17:40:58.686,0.01735,21.579,0.033966,21.299,
602, 9/29/2025, 17:41:08.715,0.017345,21.576,0.033976,21.3,
603, 9/29/2025, 17:41:18.727,0.017348,21.569,0.033985,21.298,
604, 9/29/2025, 17:41:28.755,0.017348,21.569,0.033973,21.309,
605, 9/29/2025, 17:41:38.762,0.017352,21.563,0.033972,21.309,
606, 9/29/2025, 17:41:48.785,0.01735,21.553,0.033983,21.318,
607, 9/29/2025, 17:41:58.800,0.017357,21.563,0.033963,21.33,
608, 9/29/2025, 17:42:08.819,0.017342,21.563,0.033964,21.33,
609, 9/29/2025, 17:42:18.845,0.017361,21.569,0.033971,21.333,
610, 9/29/2025, 17:42:28.864,0.017349,21.564,0.033964,21.335,
611, 9/29/2025, 17:42:38.877,0.017345,21.559,0.033976,21.335,
612, 9/29/2025, 17:42:48.878,0.017354,21.558,0.033984,21.339,
613, 9/29/2025, 17:42:58.884,0.017352,21.555,0.033949,21.343,
614, 9/29/2025, 17:43:08.887,0.017346,21.559,0.033976,21.345,
615, 9/29/2025, 17:43:18.907,0.01733,21.559,0.033973,21.351,
616, 9/29/2025, 17:43:28.911,0.01735,21.569,0.033986,21.356,
617, 9/29/2025, 17:43:38.939,0.017347,21.565,0.033983,21.355,
618, 9/29/2025, 17:43:48.949,0.01735,21.556,0.033976,21.353,
619, 9/29/2025, 17:43:58.972,0.01735,21.571,0.033966,21.346,
620, 9/29/2025, 17:44:08.980,0.017342,21.566,0.033971,21.343,
621, 9/29/2025, 17:44:19.009,0.017354,21.563,0.033989,21.34,
622, 9/29/2025, 17:44:29.017,0.017353,21.569,0.033977,21.339,
623, 9/29/2025, 17:44:39.040,0.01736,21.567,0.033986,21.335,
624, 9/29/2025, 17:44:49.051,0.017347,21.569,0.033982,21.334,
625, 9/29/2025, 17:44:59.065,0.017344,21.566,0.033988,21.33,
626, 9/29/2025, 17:45:09.077,0.017338,21.572,0.033974,21.326,
627, 9/29/2025, 17:45:19.103,0.01737,21.564,0.033989,21.31,
628, 9/29/2025, 17:45:29.134,0.017362,21.562,0.033983,21.301,
629, 9/29/2025, 17:45:39.155,0.017352,21.557,0.033975,21.288,
630, 9/29/2025, 17:45:49.181,0.017355,21.559,0.033976,21.278,
631, 9/29/2025, 17:45:59.191,0.017351,21.561,0.033996,21.279,
632, 9/29/2025, 17:46:09.205,0.017344,21.557,0.033996,21.287,
633, 9/29/2025, 17:46:19.217,0.017345,21.557,0.033981,21.3,
634, 9/29/2025, 17:46:29.221,0.017339,21.554,0.033998,21.305,
635, 9/29/2025, 17:46:39.242,0.017356,21.551,0.033994,21.319,
636, 9/29/2025, 17:46:49.258,0.017349,21.554,0.033971,21.326,
637, 9/29/2025, 17:46:59.280,0.017343,21.556,0.033984,21.332,
638, 9/29/2025, 17:47:09.281,0.017344,21.545,0.033969,21.332,
639, 9/29/2025, 17:47:19.303,0.01735,21.557,0.033995,21.335,
640, 9/29/2025, 17:47:29.326,0.017356,21.555,0.033971,21.337,
641, 9/29/2025, 17:47:39.334,0.017342,21.554,0.033968,21.338,
642, 9/29/2025, 17:47:49.357,0.017346,21.545,0.033982,21.342,
643, 9/29/2025, 17:47:59.381,0.017354,21.554,0.033984,21.351,
644, 9/29/2025, 17:48:09.400,0.017332,21.545,0.033989,21.355,
645, 9/29/2025, 17:48:19.400,0.017353,21.556,0.033982,21.35,
646, 9/29/2025, 17:48:29.423,0.017352,21.559,0.034003,21.347,
647, 9/29/2025, 17:48:39.431,0.017359,21.563,0.03398,21.34,
648, 9/29/2025, 17:48:49.435,0.017358,21.553,0.033971,21.339,
649, 9/29/2025, 17:48:59.440,0.017352,21.559,0.033967,21.336,
650, 9/29/2025, 17:49:09.452,0.017361,21.568,0.033968,21.337,
651, 9/29/2025, 17:49:19.462,0.017347,21.553,0.034004,21.336,
652, 9/29/2025, 17:49:29.462,0.017341,21.558,0.033987,21.331,
653, 9/29/2025, 17:49:39.466,0.017358,21.56,0.034,21.329,
654, 9/29/2025, 17:49:49.480,0.017344,21.558,0.03399,21.313,
655, 9/29/2025, 17:49:59.486,0.017348,21.552,0.033974,21.296,
656, 9/29/2025, 17:50:09.513,0.017362,21.55,0.033999,21.28,
657, 9/29/2025, 17:50:19.525,0.017355,21.541,0.033977,21.27,
658, 9/29/2025, 17:50:29.544,0.017359,21.551,0.033995,21.267,
659, 9/29/2025, 17:50:39.550,0.01737,21.551,0.03398,21.26,
660, 9/29/2025, 17:50:49.579,0.017362,21.536,0.033989,21.262,
661, 9/29/2025, 17:50:59.609,0.017364,21.539,0.033983,21.266,
662, 9/29/2025, 17:51:09.627,0.01736,21.538,0.034002,21.267,
663, 9/29/2025, 17:51:19.641,0.017358,21.529,0.034004,21.273,
664, 9/29/2025, 17:51:29.666,0.017372,21.535,0.033991,21.28,
665, 9/29/2025, 17:51:39.683,0.017353,21.532,0.033983,21.29,
666, 9/29/2025, 17:51:49.685,0.017344,21.535,0.033998,21.304,
667, 9/29/2025, 17:51:59.708,0.017351,21.533,0.03397,21.314,
668, 9/29/2025, 17:52:09.713,0.017356,21.539,0.034002,21.321,
669, 9/29/2025, 17:52:19.731,0.01735,21.538,0.033987,21.331,
670, 9/29/2025, 17:52:29.752,0.01736,21.529,0.033993,21.332,
671, 9/29/2025, 17:52:39.781,0.01736,21.536,0.033984,21.334,
672, 9/29/2025, 17:52:49.787,0.017369,21.539,0.033992,21.335,
673, 9/29/2025, 17:52:59.810,0.017362,21.54,0.033991,21.336,
674, 9/29/2025, 17:53:09.818,0.01736,21.539,0.033989,21.335,
675, 9/29/2025, 17:53:19.840,0.017356,21.538,0.034006,21.338,
676, 9/29/2025, 17:53:29.844,0.017366,21.534,0.033997,21.337,
677, 9/29/2025, 17:53:39.859,0.017357,21.536,0.033994,21.336,
678, 9/29/2025, 17:53:49.873,0.01738,21.544,0.033972,21.334,
679, 9/29/2025, 17:53:59.888,0.017361,21.534,0.033992,21.332,
680, 9/29/2025, 17:54:09.914,0.01736,21.537,0.033997,21.33,
681, 9/29/2025, 17:54:19.939,0.017368,21.539,0.033991,21.326,
682, 9/29/2025, 17:54:29.961,0.017363,21.543,0.034003,21.318,
683, 9/29/2025, 17:54:39.981,0.01736,21.533,0.033995,21.309,
684, 9/29/2025, 17:54:49.988,0.017364,21.538,0.033988,21.297,
685, 9/29/2025, 17:54:59.993,0.017355,21.536,0.033999,21.275,
686, 9/29/2025, 17:55:10.017,0.017354,21.541,0.034023,21.27,
687, 9/29/2025, 17:55:20.038,0.017369,21.539,0.034019,21.267,
688, 9/29/2025, 17:55:30.068,0.017362,21.533,0.033995,21.27,
689, 9/29/2025, 17:55:40.095,0.017363,21.534,0.034012,21.273,
690, 9/29/2025, 17:55:50.104,0.01737,21.526,0.033983,21.283,
691, 9/29/2025, 17:56:00.105,0.017358,21.527,0.03401,21.291,
